Season,RANK,NAME,TEAM,POS,SALARY,YEARS,TOTAL VALUE
2011 - 2012,195,Rob Scuderi,LAK,D,"$3,400,000 ",1 (2011),"$3,400,000 "
2011 - 2012,200,Dave Bolland,CHI,C,"$3,375,000 ",1 (2011),"$3,375,000 "
2011 - 2012,201,Cory Sarich,CGY,D,"$3,300,000 ",1 (2011),"$3,300,000 "
2011 - 2012,201,Jaromir Jagr,PHI,RW,"$3,300,000 ",1 (2011),"$3,300,000 "
2011 - 2012,201,Steve Ott,DAL,C,"$3,300,000 ",1 (2011),"$3,300,000 "
2011 - 2012,204,Alexander Edler,VAN,D,"$3,250,000 ",1 (2011),"$3,250,000 "
2011 - 2012,204,Andrei Kostitsyn,NSH,LW,"$3,250,000 ",1 (2011),"$3,250,000 "
2011 - 2012,204,Chris Stewart,STL,RW,"$3,250,000 ",1 (2011),"$3,250,000 "
2011 - 2012,204,Clarke MacArthur,TOR,LW,"$3,250,000 ",1 (2011),"$3,250,000 "
2011 - 2012,204,Corey Crawford,CHI,G,"$3,250,000 ",1 (2011),"$3,250,000 "
2011 - 2012,204,Dennis Seidenberg,BOS,D,"$3,250,000 ",1 (2011),"$3,250,000 "
2011 - 2012,204,Henrik Tallinder,NJD,D,"$3,250,000 ",1 (2011),"$3,250,000 "
2011 - 2012,204,Jan Hejda,COL,D,"$3,250,000 ",1 (2011),"$3,250,000 "
2011 - 2012,204,Jonathan Ericsson,DET,D,"$3,250,000 ",1 (2011),"$3,250,000 "
2011 - 2012,204,Kyle Quincey,DET,D,"$3,250,000 ",1 (2011),"$3,250,000 "
2011 - 2012,214,Antti Niemi,SJS,G,"$3,200,000 ",1 (2011),"$3,200,000 "
2011 - 2012,215,Bryan Allen,CAR,D,"$3,150,000 ",1 (2011),"$3,150,000 "
2011 - 2012,215,Tomas Kopecky,FLA,RW,"$3,150,000 ",1 (2011),"$3,150,000 "
2011 - 2012,217,Mikhail Grabovski,TOR,C,"$3,100,000 ",1 (2011),"$3,100,000 "
2011 - 2012,218,Kris Versteeg,FLA,LW,"$3,083,000 ",1 (2011),"$3,083,000 "
2011 - 2012,219,Carey Price,MTL,G,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Colby Armstrong,TOR,RW,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Daniel Cleary,DET,RW,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,David Clarkson,NJD,RW,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Derick Brassard,CBJ,C,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Dwayne Roloson,TBL,G,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Erik Johnson,COL,D,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Ian White,DET,D,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Jason Blake,ANA,LW,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Jiri Hudler,DET,C,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Jochen Hecht,BUF,LW,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Joel Ward,WSH,RW,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Jordan Leopold,BUF,D,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Jussi Jokinen,CAR,RW,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Mark Eaton,NYI,D,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Matt Greene,LAK,D,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Michael Frolik,CHI,LW,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Michal Rozsival,ARI,D,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Niklas Hagman,ANA,LW,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Olli Jokinen,CGY,C,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Patric Hornqvist,NSH,RW,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Radim Vrbata,ARI,RW,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Ray Whitney,ARI,LW,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Tom Poti,WSH,D,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,219,Toni Lydman,ANA,D,"$3,000,000 ",1 (2011),"$3,000,000 "
2011 - 2012,244,Rostislav Klesla,ARI,D,"$2,975,000 ",1 (2011),"$2,975,000 "
2011 - 2012,245,Bryce Salvador,NJD,D,"$2,900,000 ",1 (2011),"$2,900,000 "
2011 - 2012,246,Alex Goligoski,DAL,D,"$2,750,000 ",1 (2011),"$2,750,000 "
2011 - 2012,246,Chris Phillips,OTT,D,"$2,750,000 ",1 (2011),"$2,750,000 "
2011 - 2012,246,Claude Giroux,PHI,C,"$2,750,000 ",1 (2011),"$2,750,000 "
2011 - 2012,246,Craig Anderson,OTT,G,"$2,750,000 ",1 (2011),"$2,750,000 "
2011 - 2012,246,Derek Morris,ARI,D,"$2,750,000 ",1 (2011),"$2,750,000 "
2011 - 2012,246,Devin Setoguchi,MIN,RW,"$2,750,000 ",1 (2011),"$2,750,000 "
2011 - 2012,246,Sean Bergenheim,FLA,LW,"$2,750,000 ",1 (2011),"$2,750,000 "
2011 - 2012,253,Curtis Glencross,CGY,LW,"$2,700,000 ",1 (2011),"$2,700,000 "
2011 - 2012,254,Samuel Pahlsson,VAN,C,"$2,650,000 ",1 (2011),"$2,650,000 "
2011 - 2012,255,Guillaume Latendresse,MIN,LW,"$2,600,000 ",1 (2011),"$2,600,000 "
2011 - 2012,255,Mason Raymond,VAN,LW,"$2,600,000 ",1 (2011),"$2,600,000 "
2011 - 2012,255,Milan Hejduk,COL,RW,"$2,600,000 ",1 (2011),"$2,600,000 "
2011 - 2012,255,Steve Mason,CBJ,G,"$2,600,000 ",1 (2011),"$2,600,000 "
2011 - 2012,259,Andy Greene,NJD,D,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Anton Babchuk,CGY,D,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Blake Comeau,CGY,LW,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Bryan Little,WPG,RW,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Carlo Colaiacovo,STL,D,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,David Jones,COL,RW,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,David Perron,STL,LW,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Douglas Murray,SJS,D,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Jamie Langenbrunner,STL,RW,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Jason Arnott,STL,C,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Jeff Schultz,WSH,D,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Joe Corvo,BOS,D,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Josh Gorges,MTL,D,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Manny Malhotra,VAN,C,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Matt Moulson,NYI,LW,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Maxime Talbot,PHI,C,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Michal Handzus,SJS,C,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Mikael Samuelsson,FLA,RW,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Paul Gaustad,NSH,C,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Peter Mueller,COL,C,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Saku Koivu,ANA,C,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Semyon Varlamov,COL,G,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,259,Sergei Kostitsyn,NSH,LW,"$2,500,000 ",1 (2011),"$2,500,000 "
2011 - 2012,282,Blake Wheeler,WPG,RW,"$2,450,000 ",1 (2011),"$2,450,000 "
2011 - 2012,283,T.J. Oshie,STL,RW,"$2,350,000 ",1 (2011),"$2,350,000 "
2011 - 2012,283,Teddy Purcell,TBL,RW,"$2,350,000 ",1 (2011),"$2,350,000 "
2011 - 2012,283,Troy Brouwer,WSH,RW,"$2,350,000 ",1 (2011),"$2,350,000 "
2011 - 2012,286,Lee Stempniak,CGY,RW,"$2,300,000 ",1 (2011),"$2,300,000 "
2011 - 2012,287,Sam Gagner,EDM,C,"$2,275,000 ",1 (2011),"$2,275,000 "
2011 - 2012,288,Andrew Ference,BOS,D,"$2,250,000 ",1 (2011),"$2,250,000 "
2011 - 2012,288,Andy Sutton,EDM,D,"$2,250,000 ",1 (2011),"$2,250,000 "
2011 - 2012,288,Hal Gill,NSH,D,"$2,250,000 ",1 (2011),"$2,250,000 "
2011 - 2012,288,Jakub Voracek,PHI,RW,"$2,250,000 ",1 (2011),"$2,250,000 "
2011 - 2012,288,Jimmy Howard,DET,G,"$2,250,000 ",1 (2011),"$2,250,000 "
2011 - 2012,288,Ladislav Smid,EDM,D,"$2,250,000 ",1 (2011),"$2,250,000 "
2011 - 2012,288,Marc Methot,CBJ,D,"$2,250,000 ",1 (2011),"$2,250,000 "
2011 - 2012,288,Marco Sturm,FLA,LW,"$2,250,000 ",1 (2011),"$2,250,000 "
2011 - 2012,296,Adrian Aucoin,ARI,D,"$2,200,000 ",1 (2011),"$2,200,000 "
2011 - 2012,296,Eric Fehr,WPG,RW,"$2,200,000 ",1 (2011),"$2,200,000 "
2011 - 2012,296,James Reimer,TOR,G,"$2,200,000 ",1 (2011),"$2,200,000 "
2011 - 2012,296,Nikolay Kulemin,TOR,RW,"$2,200,000 ",1 (2011),"$2,200,000 "
2011 - 2012,296,Radek Martinek,CBJ,D,"$2,200,000 ",1 (2011),"$2,200,000 "
2011 - 2012,301,Andrew Cogliano,ANA,C,"$2,150,000 ",1 (2011),"$2,150,000 "
2011 - 2012,302,Chris Mason,WPG,G,"$2,100,000 ",1 (2011),"$2,100,000 "
2011 - 2012,302,Greg Zanon,BOS,D,"$2,100,000 ",1 (2011),"$2,100,000 "
2011 - 2012,302,Martin Hanzal,ARI,C,"$2,100,000 ",1 (2011),"$2,100,000 "
2011 - 2012,302,Patrik Berglund,STL,C,"$2,100,000 ",1 (2011),"$2,100,000 "
2011 - 2012,306,Adam Pardy,DAL,D,"$2,000,000 ",1 (2011),"$2,000,000 "
2011 - 2012,306,Alex Burrows,VAN,LW,"$2,000,000 ",1 (2011),"$2,000,000 "
2011 - 2012,306,Andrew Brunette,CHI,LW,"$2,000,000 ",1 (2011),"$2,000,000 "
2011 - 2012,306,Antero Niittymaki,SJS,G,"$2,000,000 ",1 (2011),"$2,000,000 "
2011 - 2012,306,Brad Marchand,BOS,LW,"$2,000,000 ",1 (2011),"$2,000,000 "
2011 - 2012,306,Chris Kelly,BOS,C,"$2,000,000 ",1 (2011),"$2,000,000 "
2011 - 2012,306,Chris Neil,OTT,RW,"$2,000,000 ",1 (2011),"$2,000,000 "
2011 - 2012,306,Eric Belanger,EDM,C,"$2,000,000 ",1 (2011),"$2,000,000 "
2011 - 2012,306,Johnny Boychuk,BOS,D,"$2,000,000 ",1 (2011),"$2,000,000 "
2011 - 2012,306,Matt Cooke,PIT,LW,"$2,000,000 ",1 (2011),"$2,000,000 "
2011 - 2012,306,Mike Knuble,WSH,RW,"$2,000,000 ",1 (2011),"$2,000,000 "
2011 - 2012,306,Mike Smith,ARI,G,"$2,000,000 ",1 (2011),"$2,000,000 "
2011 - 2012,306,Roman Polak,STL,D,"$2,000,000 ",1 (2011),"$2,000,000 "
2011 - 2012,306,Sami Salo,VAN,D,"$2,000,000 ",1 (2011),"$2,000,000 "
2011 - 2012,306,Tyler Kennedy,PIT,C,"$2,000,000 ",1 (2011),"$2,000,000 "
2011 - 2012,306,Zach Bogosian,WPG,D,"$2,000,000 ",1 (2011),"$2,000,000 "
2011 - 2012,322,Chris Higgins,VAN,LW,"$1,900,000 ",1 (2011),"$1,900,000 "
2011 - 2012,322,Steve Downie,COL,RW,"$1,900,000 ",1 (2011),"$1,900,000 "
2011 - 2012,324,Artem Anisimov,NYR,C,"$1,875,000 ",1 (2011),"$1,875,000 "
2011 - 2012,324,Jason Chimera,WSH,LW,"$1,875,000 ",1 (2011),"$1,875,000 "
2011 - 2012,326,Gilbert Brule,ARI,C,"$1,850,000 ",1 (2011),"$1,850,000 "
2011 - 2012,327,Jonathan Quick,LAK,G,"$1,800,000 ",1 (2011),"$1,800,000 "
2011 - 2012,327,Kurtis Foster,MIN,D,"$1,800,000 ",1 (2011),"$1,800,000 "
2011 - 2012,327,Vernon Fiddler,DAL,LW,"$1,800,000 ",1 (2011),"$1,800,000 "
2011 - 2012,330,Lauri Korpikoski,ARI,LW,"$1,750,000 ",1 (2011),"$1,750,000 "
2011 - 2012,330,Matt Niskanen,PIT,D,"$1,750,000 ",1 (2011),"$1,750,000 "
2011 - 2012,330,Nicklas Grossmann,PHI,D,"$1,750,000 ",1 (2011),"$1,750,000 "
2011 - 2012,330,Raffi Torres,ARI,LW,"$1,750,000 ",1 (2011),"$1,750,000 "
2011 - 2012,330,Vinny Prospal,CBJ,C,"$1,750,000 ",1 (2011),"$1,750,000 "
2011 - 2012,335,Torrey Mitchell,SJS,C,"$1,725,000 ",1 (2011),"$1,725,000 "
2011 - 2012,336,Marcel Goc,FLA,C,"$1,700,000 ",1 (2011),"$1,700,000 "
2011 - 2012,336,Mike Rupp,NYR,C,"$1,700,000 ",1 (2011),"$1,700,000 "
2011 - 2012,338,Sheldon Souray,DAL,D,"$1,650,000 ",1 (2011),"$1,650,000 "
2011 - 2012,339,Todd Bertuzzi,DET,RW,"$1,625,000 ",1 (2011),"$1,625,000 "
2011 - 2012,340,Brian Boyle,NYR,C,"$1,600,000 ",1 (2011),"$1,600,000 "
2011 - 2012,340,Jannik Hansen,VAN,RW,"$1,600,000 ",1 (2011),"$1,600,000 "
2011 - 2012,340,Mark Stuart,WPG,D,"$1,600,000 ",1 (2011),"$1,600,000 "
2011 - 2012,340,Mike Santorelli,FLA,C,"$1,600,000 ",1 (2011),"$1,600,000 "
2011 - 2012,340,Milan Jurcina,NYI,D,"$1,600,000 ",1 (2011),"$1,600,000 "
2011 - 2012,340,Ryan O`Byrne,COL,D,"$1,600,000 ",1 (2011),"$1,600,000 "
2011 - 2012,340,Tyler Bozak,TOR,C,"$1,600,000 ",1 (2011),"$1,600,000 "
2011 - 2012,347,Matt Hunwick,COL,D,"$1,550,000 ",1 (2011),"$1,550,000 "
2011 - 2012,347,Nick Foligno,OTT,LW,"$1,550,000 ",1 (2011),"$1,550,000 "
2011 - 2012,349,Alexei Ponikarovsky,NJD,LW,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,349,Brandon Sutter,CAR,C,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,349,Cal Clutterbuck,MIN,RW,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,349,Chad LaRose,CAR,C,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,349,Dan Ellis,ANA,G,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,349,Francis Bouillon,NSH,D,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,349,Jay McClement,COL,C,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,349,Jose Theodore,FLA,G,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,349,Matt D`Agostini,STL,RW,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,349,Max Pacioretty,MTL,LW,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,349,Pascal Dupuis,PIT,LW,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,349,Radek Dvorak,DAL,RW,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,349,Ryan Jones,EDM,LW,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,349,Scott Clemmensen,FLA,G,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,349,Steve Sullivan,PIT,LW,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,349,Tomas Holmstrom,DET,LW,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,349,Tomas Vokoun,WSH,G,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,349,Travis Moen,MTL,LW,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,349,Tuukka Rask,BOS,G,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,349,Wayne Simmonds,PHI,RW,"$1,500,000 ",1 (2011),"$1,500,000 "
2011 - 2012,369,Carl Gunnarsson,TOR,D,"$1,400,000 ",1 (2011),"$1,400,000 "
2011 - 2012,369,Cody McCormick,BUF,C,"$1,400,000 ",1 (2011),"$1,400,000 "
2011 - 2012,369,Eric Nystrom,DAL,LW,"$1,400,000 ",1 (2011),"$1,400,000 "
2011 - 2012,369,Jonas Gustavsson,TOR,G,"$1,400,000 ",1 (2011),"$1,400,000 "
2011 - 2012,369,Rich Peverley,BOS,C,"$1,400,000 ",1 (2011),"$1,400,000 "
2011 - 2012,369,Ruslan Fedotenko,NYR,LW,"$1,400,000 ",1 (2011),"$1,400,000 "
2011 - 2012,375,Jordin Tootoo,NSH,RW,"$1,350,000 ",1 (2011),"$1,350,000 "
2011 - 2012,375,Kevin Klein,NSH,D,"$1,350,000 ",1 (2011),"$1,350,000 "
2011 - 2012,375,Mathieu Garon,TBL,G,"$1,350,000 ",1 (2011),"$1,350,000 "
2011 - 2012,378,Adam Burish,DAL,RW,"$1,300,000 ",1 (2011),"$1,300,000 "
2011 - 2012,378,Boyd Gordon,ARI,C,"$1,300,000 ",1 (2011),"$1,300,000 "
2011 - 2012,378,Chris Butler,CGY,D,"$1,300,000 ",1 (2011),"$1,300,000 "
2011 - 2012,378,David Moss,CGY,RW,"$1,300,000 ",1 (2011),"$1,300,000 "
2011 - 2012,378,Karl Alzner,WSH,D,"$1,300,000 ",1 (2011),"$1,300,000 "
2011 - 2012,378,Kris Russell,STL,D,"$1,300,000 ",1 (2011),"$1,300,000 "
2011 - 2012,378,Kyle Brodziak,MIN,C,"$1,300,000 ",1 (2011),"$1,300,000 "
2011 - 2012,378,Marty Reasoner,NYI,C,"$1,300,000 ",1 (2011),"$1,300,000 "
2011 - 2012,378,Ondrej Pavelec,WPG,G,"$1,300,000 ",1 (2011),"$1,300,000 "
2011 - 2012,387,Ryan Wilson,COL,D,"$1,275,000 ",1 (2011),"$1,275,000 "
2011 - 2012,388,Chuck Kobasew,COL,RW,"$1,250,000 ",1 (2011),"$1,250,000 "
2011 - 2012,388,Jean-Sebastien Giguere,COL,G,"$1,250,000 ",1 (2011),"$1,250,000 "
2011 - 2012,388,Johan Hedberg,NJD,G,"$1,250,000 ",1 (2011),"$1,250,000 "
2011 - 2012,388,Mark Fistric,DAL,D,"$1,250,000 ",1 (2011),"$1,250,000 "
2011 - 2012,388,Mike Sauer,NYR,D,"$1,250,000 ",1 (2011),"$1,250,000 "
2011 - 2012,388,Nathan Gerbe,BUF,C,"$1,250,000 ",1 (2011),"$1,250,000 "
2011 - 2012,388,P.A. Parenteau,NYI,RW,"$1,250,000 ",1 (2011),"$1,250,000 "
2011 - 2012,395,Antti Miettinen,WPG,RW,"$1,202,585 ",1 (2011),"$1,202,585 "
2011 - 2012,396,Cody McLeod,COL,LW,"$1,200,000 ",1 (2011),"$1,200,000 "
2011 - 2012,396,Dominic Moore,SJS,C,"$1,200,000 ",1 (2011),"$1,200,000 "
2011 - 2012,396,Gregory Campbell,BOS,C,"$1,200,000 ",1 (2011),"$1,200,000 "
2011 - 2012,396,Jason LaBarbera,ARI,G,"$1,200,000 ",1 (2011),"$1,200,000 "
2011 - 2012,396,Jody Shelley,PHI,LW,"$1,200,000 ",1 (2011),"$1,200,000 "
2011 - 2012,396,Kyle Turris,OTT,C,"$1,200,000 ",1 (2011),"$1,200,000 "
2011 - 2012,396,Luca Sbisa,ANA,D,"$1,200,000 ",1 (2011),"$1,200,000 "
2011 - 2012,396,Patrick Eaves,DET,RW,"$1,200,000 ",1 (2011),"$1,200,000 "
2011 - 2012,396,Taylor Pyatt,ARI,LW,"$1,200,000 ",1 (2011),"$1,200,000 "
2011 - 2012,396,Vladimir Sobotka,STL,C,"$1,200,000 ",1 (2011),"$1,200,000 "
2011 - 2012,406,Daniel Paille,BOS,LW,"$1,150,000 ",1 (2011),"$1,150,000 "
2011 - 2012,406,Michal Neuvirth,WSH,G,"$1,150,000 ",1 (2011),"$1,150,000 "
2011 - 2012,406,Randy Jones,WPG,D,"$1,150,000 ",1 (2011),"$1,150,000 "
2011 - 2012,409,Benoit Pouliot,BOS,C,"$1,100,000 ",1 (2011),"$1,100,000 "
2011 - 2012,409,David Steckel,TOR,C,"$1,100,000 ",1 (2011),"$1,100,000 "
2011 - 2012,409,Grant Clitsome,WPG,D,"$1,100,000 ",1 (2011),"$1,100,000 "
2011 - 2012,409,Jason Demers,SJS,D,"$1,100,000 ",1 (2011),"$1,100,000 "
2011 - 2012,409,Jim Slater,WPG,C,"$1,100,000 ",1 (2011),"$1,100,000 "
2011 - 2012,409,Peter Budaj,MTL,G,"$1,100,000 ",1 (2011),"$1,100,000 "
2011 - 2012,409,Shane O`Brien,COL,D,"$1,100,000 ",1 (2011),"$1,100,000 "
2011 - 2012,409,Tom Kostopoulos,CGY,RW,"$1,100,000 ",1 (2011),"$1,100,000 "
2011 - 2012,417,Theo Peckham,EDM,D,"$1,075,000 ",1 (2011),"$1,075,000 "
2011 - 2012,418,Alex Auld,OTT,G,"$1,000,000 ",1 (2011),"$1,000,000 "
2011 - 2012,418,Ben Eager,EDM,LW,"$1,000,000 ",1 (2011),"$1,000,000 "
2011 - 2012,418,Brad Richardson,LAK,C,"$1,000,000 ",1 (2011),"$1,000,000 "
2011 - 2012,418,Colin White,SJS,D,"$1,000,000 ",1 (2011),"$1,000,000 "
2011 - 2012,418,Daniel Winnik,SJS,RW,"$1,000,000 ",1 (2011),"$1,000,000 "
2011 - 2012,418,Darren Helm,DET,C,"$1,000,000 ",1 (2011),"$1,000,000 "
2011 - 2012,418,James Vandermeer,SJS,D,"$1,000,000 ",1 (2011),"$1,000,000 "
2011 - 2012,418,John Erskine,WSH,D,"$1,000,000 ",1 (2011),"$1,000,000 "
2011 - 2012,418,Kent Huskins,STL,D,"$1,000,000 ",1 (2011),"$1,000,000 "
2011 - 2012,418,Kyle Okposo,NYI,RW,"$1,000,000 ",1 (2011),"$1,000,000 "
2011 - 2012,418,Marc-Andre Bergeron,TBL,D,"$1,000,000 ",1 (2011),"$1,000,000 "
2011 - 2012,418,Matt Gilroy,OTT,D,"$1,000,000 ",1 (2011),"$1,000,000 "
2011 - 2012,418,Maxim Lapierre,VAN,C,"$1,000,000 ",1 (2011),"$1,000,000 "
2011 - 2012,418,Michael Grabner,NYI,RW,"$1,000,000 ",1 (2011),"$1,000,000 "
2011 - 2012,418,Mike Commodore,TBL,D,"$1,000,000 ",1 (2011),"$1,000,000 "
2011 - 2012,418,Mikkel Boedker,ARI,LW,"$1,000,000 ",1 (2011),"$1,000,000 "
2011 - 2012,418,Nick Spaling,NSH,C,"$1,000,000 ",1 (2011),"$1,000,000 "
2011 - 2012,418,Scott Hannan,CGY,D,"$1,000,000 ",1 (2011),"$1,000,000 "
2011 - 2012,436,Alexei Emelin,MTL,D,"$984,200 ",1 (2011),"$984,200 "
2011 - 2012,437,Jonathan Bernier,LAK,G,"$975,000 ",1 (2011),"$975,000 "
2011 - 2012,438,Patrick Kaleta,BUF,RW,"$955,000 ",1 (2011),"$955,000 "
2011 - 2012,439,B.J. Crombeen,STL,RW,"$950,000 ",1 (2011),"$950,000 "
2011 - 2012,439,Bobby Butler,OTT,RW,"$950,000 ",1 (2011),"$950,000 "
2011 - 2012,439,Darroll Powe,MIN,C,"$950,000 ",1 (2011),"$950,000 "
2011 - 2012,439,Mike Mottau,NYI,D,"$950,000 ",1 (2011),"$950,000 "
2011 - 2012,439,Nate Thompson,TBL,C,"$950,000 ",1 (2011),"$950,000 "
2011 - 2012,444,Adam Larsson,NJD,D,"$925,000 ",1 (2011),"$925,000 "
2011 - 2012,444,Brian Lee,TBL,D,"$925,000 ",1 (2011),"$925,000 "
2011 - 2012,444,Erik Christensen,MIN,C,"$925,000 ",1 (2011),"$925,000 "
2011 - 2012,444,Gabriel Landeskog,COL,LW,"$925,000 ",1 (2011),"$925,000 "
2011 - 2012,444,Ryan Nugent-Hopkins,EDM,C,"$925,000 ",1 (2011),"$925,000 "
2011 - 2012,444,Sean Couturier,PHI,C,"$925,000 ",1 (2011),"$925,000 "
2011 - 2012,450,Alexander Burmistrov,WPG,C,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Anton Stralman,NYR,D,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Brayden Schenn,PHI,C,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Brett Clark,TBL,RW,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Brett Connolly,TBL,RW,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Brian Boucher,CAR,G,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Cam Fowler,ANA,D,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Cory Schneider,VAN,G,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,David Rundblad,ARI,D,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Dmitry Kulikov,FLA,D,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Erik Gudbranson,FLA,D,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Evander Kane,WPG,C,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Jacob Josefson,NJD,C,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Jared Cowen,OTT,D,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Jeff Skinner,CAR,LW,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,John Moore,CBJ,D,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,John Tavares,NYI,C,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Magnus Paajarvi,EDM,LW,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Marcus Johansson,WSH,C,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Matt Bradley,FLA,RW,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Matt Duchene,COL,C,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Mike Weaver,FLA,D,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Mike Weber,BUF,D,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Nick Leddy,CHI,D,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Nino Niederreiter,NYI,RW,"$900,000 ",1 (2011),"$900,000 "
2011 - 2012,450,Oliver Ekman-Larsson,ARI,D,"$900,000 ",1 (2011),"$900,000 "
